iter	Passed	Remaining
1569	51936	146547
1570	51966	146506
1571	51996	146463
1572	52024	146416
1573	52056	146379
1574	52087	146339
1575	52117	146299
1576	52147	146258
1577	52180	146223
1578	52213	146190
1579	52242	146146
1580	52277	146119
1581	52307	146078
1582	52341	146045
1583	52373	146010
1584	52405	145975
1585	52437	145938
1586	52473	145914
1587	52505	145878
1588	52536	145838
1589	52567	145801
1590	52599	145763
1591	52632	145730
1592	52666	145701
1593	52697	145661
1594	52729	145626
1595	52762	145592
1596	52794	145555
1597	52826	145521
1598	52857	145481
1599	52890	145447
1600	52926	145422
1601	52959	145390
1602	52990	145350
1603	53023	145317
1604	53051	145271
1605	53084	145237
1606	53113	145193
1607	53144	145154
1608	53181	145133
1609	53217	145108
1610	53246	145064
1611	53276	145023
1612	53307	144984
1613	53339	144949
1614	53369	144906
1615	53400	144869
1616	53433	144834
1617	53462	144791
1618	53496	144761
1619	53528	144725
1620	53559	144686
1621	53591	144651
1622	53622	144611
1623	53652	144572
1624	53690	144551
1625	53723	144519
1626	53757	144486
1627	53790	144454
1628	53822	144418
1629	53855	144385
1630	53883	144338
1631	53914	144301
1632	53947	144268
1633	53980	144233
1634	54015	144205
1635	54043	144159
1636	54072	144117
1637	54103	144078
1638	54133	144037
1639	54163	143994
1640	54195	143959
1641	54224	143916
1642	54254	143874
1643	54287	143842
1644	54320	143809
1645	54347	143759
1646	54375	143713
1647	54408	143681
1648	54444	143655
1649	54477	143621
1650	54510	143589
1651	54541	143551
1652	54572	143512
1653	54609	143490
1654	54640	143453
1655	54681	143440
1656	54725	143435
1657	54754	143392
1658	54797	143383
1659	54836	143367
